0,  520.00
1,  726.67
2,  406.67
3,  673.33
4,  653.33
5,  440.00
6,  386.67
7,  673.33
8,  613.33
9,  686.67
10,  666.67
11,  466.67
12,  673.33
13,  720.00
14,  666.67
15,  720.00
16,  0.00
17,  0.00
18,  440.00
19,  486.67
20,  680.00
21,  713.33
22,  740.00
23,  666.67
24,  593.33
25,  693.33
26,  0.00
27,  380.00
28,  680.00
29,  673.33
30,  513.33
31,  373.33
32,  733.33
33,  720.00
34,  733.33
35,  513.33
36,  713.33
37,  0.00
38,  0.00
39,  653.33
40,  493.33
41,  306.67
42,  673.33
43,  0.00
44,  660.00
45,  520.00
46,  660.00
47,  466.67
48,  493.33
49,  0.00
50,  693.33
51,  700.00
52,  386.67
53,  540.00
54,  533.33
55,  580.00
56,  560.00
57,  400.00
58,  520.00
59,  0.00
60,  666.67
61,  466.67
62,  666.67
63,  726.67
64,  493.33
65,  653.33
66,  613.33
67,  580.00
68,  540.00
69,  660.00
70,  293.33
71,  686.67
72,  500.00
73,  380.00
74,  553.33
75,  640.00
76,  600.00
77,  506.67
78,  673.33
79,  540.00
80,  673.33
81,  573.33
82,  0.00
83,  686.67
84,  480.00
85,  713.33
86,  0.00
87,  740.00
88,  673.33
89,  673.33
90,  446.67
91,  673.33
92,  0.00
93,  540.00
94,  660.00
95,  740.00
96,  480.00
97,  300.00
98,  613.33
99,  580.00
100,  386.67
101,  700.00
102,  413.33
103,  326.67
104,  613.33
105,  713.33
106,  720.00
107,  413.33
108,  0.00
109,  520.00
110,  586.67
111,  720.00
112,  406.67
113,  673.33
114,  700.00
115,  520.00
116,  473.33
117,  313.33
118,  726.67
119,  340.00
120,  553.33
121,  0.00
122,  0.00
123,  653.33
124,  253.33
125,  473.33
126,  713.33
127,  386.67
128,  593.33
129,  0.00
130,  226.67
131,  246.67
132,  693.33
133,  526.67
134,  633.33
135,  240.00
136,  386.67
137,  346.67
138,  533.33
139,  0.00
140,  206.67
141,  646.67
142,  0.00
143,  333.33
144,  0.00
145,  700.00
146,  100.00
147,  0.00
148,  486.67
149,  586.67
150,  400.00
151,  660.00
152,  726.67
153,  413.33
154,  0.00
155,  640.00
156,  0.00
157,  540.00
158,  500.00
159,  546.67
160,  600.00
161,  693.33
162,  180.00
163,  713.33
164,  680.00
165,  660.00
166,  0.00
167,  480.00
168,  0.00
169,  753.33
170,  320.00
171,  546.67
172,  540.00
173,  686.67
174,  686.67
175,  746.67
176,  713.33
177,  693.33
178,  0.00
179,  493.33
180,  0.00
181,  706.67
182,  660.00
183,  0.00
184,  600.00
185,  226.67
186,  613.33
187,  506.67
188,  553.33
189,  540.00
190,  640.00
191,  740.00
192,  586.67
193,  553.33
194,  733.33
195,  373.33
196,  0.00
197,  333.33
198,  533.33
199,  726.67
200,  633.33
201,  0.00
202,  266.67
203,  713.33
204,  740.00
205,  433.33
206,  446.67
207,  666.67
208,  500.00
209,  526.67
210,  680.00
211,  293.33
212,  593.33
213,  0.00
214,  520.00
215,  453.33
216,  0.00
217,  640.00
218,  713.33
219,  640.00
220,  280.00
221,  0.00
222,  653.33
223,  606.67
224,  0.00
225,  600.00
226,  653.33
227,  653.33
228,  493.33
229,  693.33
230,  0.00
231,  733.33
232,  686.67
233,  480.00
234,  580.00
235,  0.00
236,  533.33
237,  206.67
238,  0.00
239,  633.33
240,  513.33
241,  353.33
242,  213.33
243,  740.00
244,  673.33
245,  0.00
246,  673.33
247,  653.33
248,  526.67
249,  626.67
250,  653.33
251,  673.33
252,  580.00
253,  0.00
254,  293.33
255,  660.00
256,  513.33
