0,180.0
1,180.0
2,205.0025
3,205.0025
4,205.0025
5,205.0025
6,216.665
7,216.665
8,223.3325
9,223.3325
10,223.3325
11,223.3325
12,230.0
13,230.0
14,235.55333333333337
15,235.55333333333337
16,235.55333333333337
17,245.0025
18,245.0025
19,245.0025
20,245.0025
21,260.0
22,260.0
23,260.0
24,266.67
25,266.67
26,266.67
27,277.77666666666664
28,277.77666666666664
29,277.77666666666664
30,291.11
31,291.11
32,291.11
33,295.55333333333334
34,295.55333333333334
35,295.55333333333334
36,296.665
37,296.665
38,306.6675
39,306.6675
40,306.6675
41,306.6675
42,323.33500000000004
43,323.33500000000004
44,320.0
45,320.0
46,320.0
47,320.0
48,326.6666666666667
49,326.6666666666667
50,326.6666666666667
51,343.33500000000004
52,343.33500000000004
53,396.6675
54,396.6675
55,396.6675
56,396.6675
57,355.5566666666667
58,355.5566666666667
59,355.5566666666667
60,348.89000000000004
61,348.89000000000004
62,348.89000000000004
63,350.0
64,350.0
65,354.9975
66,354.9975
67,354.9975
68,354.9975
69,376.665
70,376.665
71,370.0
72,370.0
73,370.0
74,370.0
75,373.3333333333333
76,373.3333333333333
77,373.3333333333333
78,383.335
79,383.335
80,383.335
81,383.335
82,383.335
83,383.335
84,384.4466666666667
85,384.4466666666667
86,384.4466666666667
87,393.335
88,393.335
89,398.335
90,398.335
91,398.335
92,398.335
93,411.1133333333334
94,411.1133333333334
95,411.1133333333334
96,406.6666666666667
97,406.6666666666667
98,406.6666666666667
99,422.22
100,422.22
101,422.22
102,430.0
103,430.0
104,428.8866666666666
105,428.8866666666666
106,428.8866666666666
107,436.6675
108,436.6675
109,436.6675
110,436.6675
111,451.1133333333334
112,451.1133333333334
113,451.1133333333334
114,443.335
115,443.335
116,446.6666666666667
117,446.6666666666667
118,446.6666666666667
119,456.665
120,456.665
121,456.665
122,456.665
123,459.9966666666666
124,459.9966666666666
125,459.9966666666666
126,444.4466666666667
127,444.4466666666667
128,444.4466666666667
129,463.335
130,463.335
131,505.0
132,505.0
133,505.0
134,505.0
135,493.3333333333333
136,493.3333333333333
137,493.3333333333333
138,460.0
139,460.0
140,460.0
141,480.0
142,480.0
143,506.6666666666667
144,506.6666666666667
145,506.6666666666667
146,482.22333333333336
147,482.22333333333336
148,482.22333333333336
149,479.9975
150,479.9975
151,479.9975
152,479.9975
153,526.665
154,526.665
155,500.0
156,500.0
157,500.0
158,500.0
159,503.33
160,503.33
161,496.6675
162,496.6675
163,496.6675
164,496.6675
165,488.89
166,488.89
167,488.89
168,497.7766666666666
169,497.7766666666666
170,497.7766666666666
171,497.7766666666666
172,497.7766666666666
173,497.7766666666666
174,503.335
175,503.335
176,513.3325
177,513.3325
178,513.3325
179,513.3325
180,517.7766666666666
181,517.7766666666666
182,517.7766666666666
183,513.335
184,513.335
185,520.0
186,520.0
187,520.0
188,518.33
189,518.33
190,518.33
191,518.33
192,520.0
193,520.0
194,520.0
195,526.665
196,526.665
197,521.665
198,521.665
199,521.665
200,521.665
201,526.67
202,526.67
203,528.89
204,528.89
205,528.89
206,535.5533333333334
207,535.5533333333334
208,535.5533333333334
209,531.6675
210,531.6675
211,531.6675
212,531.6675
213,540.0
214,540.0
215,540.0
216,540.0
217,540.0
218,541.6675
219,541.6675
220,541.6675
221,541.6675
222,542.2233333333334
223,542.2233333333334
224,542.2233333333334
225,544.4433333333333
